C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,target_subempleo_horas,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
1,45.0,1,6,5, ,3,5,1, ,2,50,2,25.0,,25.0,,4000.0,4000.0,4333.0,4000.0,,,,8.294299608857235,8.294299608857235,8.374246182096304,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,45.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,25.0,25.0,0.0,1,0,0,,1,1,0,1,0,1,1,4000.0,4000.0,4333.0,8.294299608857235,8.294299608857235,8.374246182096304,40.02771362586605,3.7142477804526375,0.0,0,1.0,1,0,1,0,0
2,60.0,1,11,5, ,3,5,1, ,4,350,2,40.0,,40.0,,4500.0,4500.0,5625.0,4500.0,,,,8.412054873292933,8.412054873292933,8.635153989049803,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,60.0,55_64,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,4500.0,4500.0,5625.0,8.412054873292933,8.412054873292933,8.635153989049803,32.476905311778296,3.510855807411668,0.0,0,1.0,1,0,1,0,0
2,57.0,9,6,5, ,6, , , ,1,1,2,64.0,,64.0,,1190.0,1190.0,1256.0,800.0,,,,7.0825485693553,7.0825485693553,7.136483208590247,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,57.0,55_64,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.0,64.0,0.0,0,1,1,,1,0,1,0,0,0,0,1190.0,1190.0,1256.0,7.0825485693553,7.0825485693553,7.136483208590247,4.532332563510392,1.710609528320687,0.0,0,1.0,1,0,0,0,0
2,38.0,2,6,5, ,6, , , ,1,1,2,9.0,,12.0,12.0,87.0,87.0,87.0,87.0,,,,4.477336814478207,4.477336814478207,4.477336814478207,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,38.0,35_44,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.0,9.0,0.0,1,0,0,0.0,1,1,0,1,0,1,1,87.0,87.0,87.0,4.477336814478207,4.477336814478207,4.477336814478207,1.674364896073903,0.9837119301304508,0.0,0,1.0,1,1,0,0,0
1,39.0,1,3, ,3,3,5,1, ,1,18,2,56.0,,56.0,,2598.0,2598.0,2598.0,2598.0,,,,7.86288203464149,7.86288203464149,7.86288203464149,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,39.0,35_44,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,Primaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,56.0,56.0,0.0,0,1,0,,1,1,0,0,1,1,1,2598.0,2598.0,2598.0,7.86288203464149,7.86288203464149,7.86288203464149,10.714285714285714,2.46080909820894,0.0,0,1.0,1,0,1,0,0
1,36.0,1,5,2, ,3,5,3,2,2,50,2,45.0,,45.0,,2598.0,2598.0,2598.0,2598.0,,,,7.86288203464149,7.86288203464149,7.86288203464149,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,36.0,35_44,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,0,1,0,1,1,0,0,45.0,45.0,0.0,0,0,0,,1,1,0,0,1,1,1,2598.0,2598.0,2598.0,7.86288203464149,7.86288203464149,7.86288203464149,13.333333333333334,2.662587827025453,0.0,0,1.0,1,0,1,0,0
2,46.0,1,11,5, ,3,5,1, ,1,5,2,48.0,36.0,84.0,,8500.0,4500.0,9650.0,4500.0,,,4000.0,9.04793908261736,8.412054873292933,9.174816815907135,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0,1,0,46.0,45_54,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,84.0,48.0,36.0,0,1,1,,1,1,0,1,0,1,1,8500.0,4500.0,9650.0,9.04793908261736,8.412054873292933,9.174816815907135,26.53139777851094,3.3153270907864627,4000.0,1,0.5294117647058824,0,0,1,0,1
1,54.0,1,1, , ,2, ,3,2,1,1,2,49.0,,49.0,,953.0,953.0,953.0,,953.0,,,6.860663671448287,6.860663671448287,6.860663671448287,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,0,1,54.0,45_54,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,Sin nivel / Inicial,1,0,0,0,0,0,0,0,1,0,1,1,0,0,49.0,49.0,0.0,0,1,0,,1,0,1,0,0,0,0,953.0,953.0,953.0,6.860663671448287,6.860663671448287,6.860663671448287,4.491681199038506,1.7032344379758684,953.0,1,1.0,1,1,0,0,0
2,50.0,2,3, ,3,6, , , ,1,1,2,6.0,7.0,13.0,,567.0,347.0,567.0,260.0,,,200.0,6.342121418721152,5.8522024797744745,6.342121418721152,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,50.0,45_54,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1,Primaria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.0,6.0,7.0,1,0,0,,1,0,1,0,0,0,0,567.0,347.0,567.0,6.342121418721152,5.8522024797744745,6.342121418721152,10.072837093622313,2.404495000571472,200.0,1,0.6119929453262787,0,1,0,0,0
2,25.0,1,6,5, ,3,5,3,2,1,4,2,72.0,,72.0,,1299.0,1299.0,1299.0,1299.0,,,,7.170119543449628,7.170119543449628,7.170119543449628,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,0,25.0,25_34,1,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,0,72.0,72.0,0.0,0,1,1,,1,0,1,0,0,0,0,1299.0,1299.0,1299.0,7.170119543449628,7.170119543449628,7.170119543449628,4.166666666666667,1.6422277352570913,0.0,0,1.0,1,0,0,0,0
1,27.0,2,6,5, ,2, ,3,2,1,1,2,50.0,,50.0,,1500.0,1500.0,1500.0,,1500.0,,,7.313886831633462,7.313886831633462,7.313886831633462,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,27.0,25_34,1,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,50.0,50.0,0.0,0,1,0,,1,0,1,0,0,0,0,1500.0,1500.0,1500.0,7.313886831633462,7.313886831633462,7.313886831633462,6.928406466512702,2.070452065455202,1500.0,1,1.0,1,0,0,0,0
1,26.0,1,6,5, ,2, ,3,2,1,1,2,48.0,,48.0,,1435.0,1435.0,1435.0,,1435.0,,,7.269616749608169,7.269616749608169,7.269616749608169,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,0,1,26.0,25_34,1,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,1435.0,1435.0,1435.0,7.269616749608169,7.269616749608169,7.269616749608169,6.904349499615089,2.0674131775366873,1435.0,1,1.0,1,0,0,0,0
2,43.0,2,5,4, ,6, , , ,1,1,2,60.0,,60.0,,1343.0,1343.0,1343.0,1083.0,,,,7.203405521083095,7.203405521083095,7.203405521083095,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1,1,0,43.0,35_44,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,0,0,1,0,0,0,0,0,0,1,0,0,60.0,60.0,0.0,0,1,0,,1,0,1,0,0,0,0,1343.0,1343.0,1343.0,7.203405521083095,7.203405521083095,7.203405521083095,5.1693610469591995,1.8195952745254904,0.0,0,1.0,1,0,0,0,0
1,38.0,1,6,5, ,3,5,1, ,1,10,1,32.0,,32.0,,1299.0,1299.0,1299.0,1299.0,,,,7.170119543449628,7.170119543449628,7.170119543449628,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,38.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,1,32.0,32.0,0.0,1,0,0,,1,0,1,1,0,1,1,1299.0,1299.0,1299.0,7.170119543449628,7.170119543449628,7.170119543449628,9.375,2.339399066116762,0.0,0,1.0,1,0,0,0,0
1,45.0,1,9,3, ,3,5,1, ,1,6,2,40.0,11.0,51.0,,1500.0,1500.0,2042.0,1500.0,,,,7.313886831633462,7.313886831633462,7.622174594817622,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,45.0,45_54,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,51.0,40.0,11.0,0,1,0,,1,1,0,1,0,1,1,1500.0,1500.0,2042.0,7.313886831633462,7.313886831633462,7.622174594817622,9.246932029162704,2.326978346552944,0.0,0,1.0,1,0,0,0,0
2,49.0,2,9,3, ,2, ,2,2,1,3,2,70.0,,70.0,,900.0,900.0,900.0,,900.0,,,6.803505257608338,6.803505257608338,6.803505257608338,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,49.0,45_54,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,1,0,0,0,1,0,0,70.0,70.0,0.0,0,1,1,,1,0,1,1,0,1,1,900.0,900.0,900.0,6.803505257608338,6.803505257608338,6.803505257608338,2.969317057076872,1.3785940539757213,900.0,1,1.0,1,1,0,0,0
1,22.0,3,11,5, ,3,5,1, ,5,5000,2,40.0,,40.0,,3400.0,3400.0,3683.0,3400.0,,,,8.131824785007195,8.131824785007195,8.211754397375197,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,22.0,14_24,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,3400.0,3400.0,3683.0,8.131824785007195,8.131824785007195,8.211754397375197,21.26443418013857,3.1029905254769607,0.0,0,1.0,1,0,1,0,0
1,56.0,1,5,4, ,2, ,3,2,1,1,2,24.0,,28.0,28.0,903.0,903.0,903.0,,903.0,,,6.806829360392176,6.806829360392176,6.806829360392176,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,56.0,55_64,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,28.0,24.0,0.0,1,0,0,0.0,1,1,0,0,0,0,0,903.0,903.0,903.0,6.806829360392176,6.806829360392176,6.806829360392176,7.448036951501154,2.1339341009483213,903.0,1,1.0,1,1,0,0,0
1,69.0,1,6,5, ,2, ,3,2,1,1,2,28.0,,28.0,,347.0,347.0,347.0,,347.0,,,5.8522024797744745,5.8522024797744745,5.8522024797744745,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,69.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,28.0,28.0,0.0,1,0,0,,1,0,1,0,0,0,0,347.0,347.0,347.0,5.8522024797744745,5.8522024797744745,5.8522024797744745,2.8620917189046517,1.351208932793363,347.0,1,1.0,1,1,0,0,0
1,69.0,1,6,5, ,1, ,2,2,1,2,2,68.0,,68.0,,1825.0,1825.0,1825.0,,1825.0,,,7.509883061154913,7.509883061154913,7.509883061154913,6,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,69.0,65_mas,0,1,1,0,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,0,1,0,0,0,0,1,0,0,0,1,0,0,68.0,68.0,0.0,0,1,1,,0,0,0,0,0,0,0,1825.0,1825.0,1825.0,7.509883061154913,7.509883061154913,7.509883061154913,6.198206765385138,1.9738319346381514,1825.0,1,1.0,1,0,0,0,0
1,22.0,3,6,5, ,3,5,1, ,1,10,2,48.0,,48.0,,1300.0,1300.0,1300.0,1300.0,,,,7.170888478512505,7.170888478512505,7.170888478512505,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0,0,1,22.0,14_24,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,1300.0,1300.0,1300.0,7.170888478512505,7.170888478512505,7.170888478512505,6.254811393379523,1.9816648892207684,0.0,0,1.0,1,0,0,0,0
2,63.0,1,11,5, ,3,2, , ,5,9998,2,30.0,,30.0,,3000.0,3000.0,3083.0,3000.0,,,,8.006700845440367,8.006700845440367,8.03398273468322,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,63.0,55_64,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,30.0,30.0,0.0,1,0,0,,1,1,0,0,1,1,1,3000.0,3000.0,3083.0,8.006700845440367,8.006700845440367,8.03398273468322,23.73364126250962,3.2081643113944214,0.0,0,1.0,1,0,1,0,0
1,31.0,3,6,5, ,2, ,3,2,1,1,2,40.0,,40.0,,690.0,690.0,690.0,,690.0,,,6.53813982376767,6.53813982376767,6.53813982376767,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,31.0,25_34,0,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,40.0,40.0,0.0,0,0,0,,1,0,1,0,0,0,0,690.0,690.0,690.0,6.53813982376767,6.53813982376767,6.53813982376767,3.983833718244804,1.60619941781559,690.0,1,1.0,1,1,0,0,0
1,43.0,1,6,5, ,3,5,1, ,1,6,2,28.0,7.0,35.0,,3900.0,2400.0,3983.0,2400.0,,,1500.0,8.268988209506656,7.783640596221253,8.290041618704489,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,43.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,35.0,28.0,7.0,0,0,0,,1,0,1,0,0,0,0,3900.0,2400.0,3983.0,8.268988209506656,7.783640596221253,8.290041618704489,26.281755196304847,3.30621817094603,1500.0,1,0.6153846153846154,0,0,1,0,0
1,28.0,3,8,1, ,3,5,1, ,4,400,1,48.0,,48.0,,1200.0,1200.0,1370.0,1200.0,,,,7.090909822079984,7.090909822079984,7.223295679562314,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,28.0,25_34,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,1,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1200.0,1200.0,1370.0,7.090909822079984,7.090909822079984,7.223295679562314,6.591608929946112,2.0270435491729586,0.0,0,1.0,1,0,0,0,0
1,23.0,3,8,2, ,3,5,1, ,2,25,2,44.0,,44.0,,1025.0,1025.0,1025.0,1025.0,,,,6.933423025730715,6.933423025730715,6.933423025730715,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,23.0,14_24,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,44.0,44.0,0.0,0,0,0,,1,0,1,1,0,1,1,1025.0,1025.0,1025.0,6.933423025730715,6.933423025730715,6.933423025730715,5.380012597102666,1.8531700718222517,0.0,0,1.0,1,0,0,0,0
1,21.0,3,6,5, ,3,5,1, ,3,60,2,48.0,,48.0,,1350.0,1350.0,1520.0,1350.0,,,,7.208600337960199,7.208600337960199,7.327123292259293,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,21.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1350.0,1350.0,1520.0,7.208600337960199,7.208600337960199,7.327123292259293,7.313317936874519,2.11785879956216,0.0,0,1.0,1,0,0,0,0
1,59.0,1,6,5, ,2, ,2,2,1,1,2,46.0,,46.0,,2500.0,2500.0,2500.0,,2500.0,,,7.824445930877619,7.824445930877619,7.824445930877619,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,59.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,1,0,0,0,1,0,0,46.0,46.0,0.0,0,0,0,,1,1,0,1,0,1,1,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,12.551460990059242,2.6064943636579136,2500.0,1,1.0,1,0,0,0,0
2,51.0,2,6,5, ,6, , , ,1,1,2,42.0,,42.0,,1608.0,1608.0,1608.0,1100.0,,,,7.383368146992383,7.383368146992383,7.383368146992383,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,51.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,0,1,0,0,0,0,0,0,1,0,0,42.0,42.0,0.0,0,0,0,,1,0,1,0,0,0,0,1608.0,1608.0,1608.0,7.383368146992383,7.383368146992383,7.383368146992383,8.84196634774002,2.2866555231877905,0.0,0,1.0,1,0,0,0,0
1,25.0,3,6,5, ,3,5,2,2,1,5,2,45.0,,45.0,,1100.0,1100.0,1100.0,1100.0,,,,7.00397413672268,7.00397413672268,7.00397413672268,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,25.0,25_34,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,45.0,45.0,0.0,0,0,0,,1,0,1,0,0,0,0,1100.0,1100.0,1100.0,7.00397413672268,7.00397413672268,7.00397413672268,5.645368231973313,1.8939201055242638,0.0,0,1.0,1,0,0,0,0
2,27.0,3,11,5, ,3,5,2,1,1,15,2,45.0,,45.0,,1250.0,1250.0,1334.0,1250.0,,,,7.131698510466912,7.131698510466912,7.19668657083435,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,27.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,1,0,1,0,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,1250.0,1250.0,1334.0,7.131698510466912,7.131698510466912,7.19668657083435,6.846292019502181,2.0600410659963835,0.0,0,1.0,1,0,0,0,0
1,58.0,1,6,5, ,3,5,2,1,2,25,2,45.0,,45.0,,1500.0,1500.0,1584.0,1500.0,,,,7.313886831633462,7.313886831633462,7.368339686311381,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,58.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,1,0,1,0,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,1500.0,1500.0,1584.0,7.313886831633462,7.313886831633462,7.368339686311381,8.129330254041571,2.2114923352941958,0.0,0,1.0,1,0,0,0,0
2,53.0,2,6,5, ,2, ,3,2,1,1,1,20.0,,20.0,,346.0,346.0,346.0,,316.0,,,5.849324779946859,5.849324779946859,5.849324779946859,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,53.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,1,20.0,20.0,0.0,1,0,0,,1,1,0,0,1,1,1,346.0,346.0,346.0,5.849324779946859,5.849324779946859,5.849324779946859,3.9953810623556585,1.608513697950569,316.0,1,1.0,1,1,0,0,0
1,21.0,3,10,4, ,3,5,2,1,2,30,2,40.0,,40.0,,1025.0,1025.0,1025.0,1025.0,,,,6.933423025730715,6.933423025730715,6.933423025730715,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,21.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,1,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,0,1,0,0,0,0,1025.0,1025.0,1025.0,6.933423025730715,6.933423025730715,6.933423025730715,5.918013856812934,1.9341287135214897,0.0,0,1.0,1,0,0,0,0
2,66.0,1,5,4, ,2, ,3,2,1,1,2,25.0,,25.0,,200.0,200.0,200.0,,200.0,,,5.303304908059076,5.303304908059076,5.303304908059076,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,66.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,25.0,25.0,0.0,1,0,0,,1,1,0,1,0,1,1,200.0,200.0,200.0,5.303304908059076,5.303304908059076,5.303304908059076,1.8475750577367205,1.0464677751618543,200.0,1,1.0,1,1,0,0,0
2,28.0,3,10,2, ,3,5,1, ,3,80,2,50.0,,60.0,60.0,3933.0,3933.0,4557.0,3500.0,,,,8.277411998949004,8.277411998949004,8.42463920980563,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,28.0,25_34,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,60.0,50.0,0.0,0,1,0,0.0,1,1,0,1,0,1,1,3933.0,3933.0,4557.0,8.277411998949004,8.277411998949004,8.42463920980563,17.54041570438799,2.9199529819137386,0.0,0,1.0,1,0,1,0,0
2,62.0,7,11,5, ,3,2, , ,5,9998,2,34.0,,36.0,36.0,4433.0,4433.0,4516.0,4000.0,,,,8.397057390176256,8.397057390176256,8.415603335654604,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,62.0,55_64,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,36.0,34.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,4433.0,4433.0,4516.0,8.397057390176256,8.397057390176256,8.415603335654604,28.97100333589941,3.4002303587761844,0.0,0,1.0,1,0,1,0,0
1,28.0,8,9,3, ,3,2, , ,5,9998,2,35.0,2.0,37.0,,2650.0,2500.0,2675.0,2500.0,,,150.0,7.8826922062890254,7.824445930877619,7.892078421248119,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,28.0,25_34,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,37.0,35.0,2.0,0,0,0,,1,1,0,1,0,1,1,2650.0,2500.0,2675.0,7.8826922062890254,7.824445930877619,7.892078421248119,16.696835403532862,2.873385832833955,150.0,1,0.9433962264150944,1,0,1,0,0
2,51.0,1,11,5, ,2, ,2,2,1,1,2,38.0,,38.0,,4500.0,4500.0,4500.0,,4500.0,,,8.412054873292933,8.412054873292933,8.412054873292933,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,51.0,45_54,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38.0,38.0,0.0,0,0,0,,1,1,0,1,0,1,1,4500.0,4500.0,4500.0,8.412054873292933,8.412054873292933,8.412054873292933,27.348972894129087,3.3445908000334748,4500.0,1,1.0,1,0,1,0,0
1,54.0,2,12,2, ,1, ,1, ,1,7,2,62.0,,62.0,,10000.0,10000.0,10000.0,,10000.0,,,9.210440366976515,9.210440366976515,9.210440366976515,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0,0,1,54.0,45_54,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,0,1,0,0,0,0,1,0,0,0,1,0,0,62.0,62.0,0.0,0,1,1,,1,1,0,1,0,1,1,10000.0,10000.0,10000.0,9.210440366976515,9.210440366976515,9.210440366976515,37.24949713178872,3.6441304133047834,10000.0,1,1.0,1,0,1,0,1
1,56.0,1,10,4, ,1, ,1, ,1,6,2,48.0,,48.0,,5000.0,5000.0,5000.0,,5000.0,,,8.517393171418904,8.517393171418904,8.517393171418904,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,56.0,55_64,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,0,1,0,0,0,0,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,5000.0,5000.0,5000.0,8.517393171418904,8.517393171418904,8.517393171418904,24.05696689761355,3.2211519085279807,5000.0,1,1.0,1,0,1,0,0
